DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,10484,59482,01/07/2019,00:13:25,15,1,19.7,1.0,0.0,0.0,2,1,0.40,CYCLE,S
IND,208,10484,59482,01/07/2019,00:20:31,15,1,5.9,0.8,425.6,426.1,2,1,1.00,CYCLE,S
IND,208,10484,59481,01/07/2019,00:43:25,15,0,38.6,1.0,12.3,12.3,2,1,0.33,CYCLE,N
IND,208,10484,59481,01/07/2019,00:43:25,15,0,38.6,1.0,0.0,0.0,2,1,0.33,CYCLE,N
IND,208,10484,59482,01/07/2019,00:43:26,15,1,8.0,1.0,1374.6,1374.0,2,1,0.33,CYCLE,S
IND,208,10484,59482,01/07/2019,02:11:25,15,1,28.2,1.0,4676.2,4675.3,2,1,1.00,CYCLE,S
IND,208,10484,59482,01/07/2019,04:39:57,15,1,15.5,1.0,8911.5,8911.4,2,1,0.80,CYCLE,S
IND,208,10484,59482,01/07/2019,04:58:29,15,1,4.3,0.2,1112.5,1112.7,2,1,1.00,CYCLE,S
IND,208,10484,59481,01/07/2019,05:06:26,15,0,21.2,1.0,15780.9,15780.5,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,05:08:58,15,0,12.0,1.1,152.6,152.4,2,1,1.00,CYCLE,N
IND,208,10484,59482,01/07/2019,05:29:49,15,1,19.6,1.0,1879.8,1879.3,2,1,0.86,CYCLE,S
IND,208,10484,59481,01/07/2019,05:31:34,15,0,17.8,1.1,1356.0,1355.7,2,1,1.00,CYCLE,N
IND,208,10484,59482,01/07/2019,05:33:18,15,1,25.7,1.1,209.2,208.9,2,1,1.00,CYCLE,S
IND,208,10484,59482,01/07/2019,05:34:33,15,1,24.3,1.1,74.1,74.0,2,1,1.00,CYCLE,S
IND,208,10484,59481,01/07/2019,05:35:40,15,0,20.8,1.0,245.5,245.3,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,05:35:58,15,0,12.1,1.0,17.6,17.4,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,05:37:41,15,0,22.0,1.0,103.7,103.4,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,05:45:21,15,0,20.8,1.0,460.1,459.9,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,05:47:06,15,0,15.8,1.1,104.9,104.7,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,05:47:48,15,0,14.6,1.0,42.3,42.1,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,05:49:32,15,0,21.9,1.1,103.5,103.2,2,1,1.00,CYCLE,N
IND,208,10484,59482,01/07/2019,05:52:39,15,1,22.6,1.1,1086.4,1086.2,2,1,1.00,CYCLE,S
IND,208,10484,59481,01/07/2019,05:57:25,15,0,19.5,1.0,472.8,472.7,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,06:11:47,15,0,14.1,1.0,109.1,109.0,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,06:15:03,15,0,16.9,1.0,196.6,196.3,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,06:16:03,15,0,26.4,1.1,60.3,60.1,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,06:17:13,15,0,14.1,1.1,69.2,69.0,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,06:17:53,15,0,10.2,1.1,40.8,40.5,2,1,1.00,CYCLE,N
IND,208,10484,59481,01/07/2019,06:20:11,15,0,19.6,1.0,137.6,137.2,2,1,1.00,CYCLE,N
