DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,32614,61174,04/06/2019,11:07:36,15,1,19.0,1.1,217.2,217.0,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,11:13:57,15,0,16.8,1.1,35.3,35.3,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,11:15:32,15,0,21.9,1.1,95.3,95.0,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,11:16:41,15,0,22.0,1.0,68.6,68.4,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,11:18:16,15,0,19.4,1.1,95.4,95.2,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,11:21:29,15,1,15.3,1.1,487.3,486.5,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,11:23:48,15,1,4.1,0.4,138.2,138.2,2,1,0.80,CYCLE,S
IND,208,32614,61173,04/06/2019,11:32:18,15,0,22.5,1.1,397.6,397.6,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,11:33:16,15,0,8.4,1.0,13.3,12.3,2,1,0.20,CYCLE,N
IND,208,32614,61173,04/06/2019,11:38:14,15,0,15.8,1.0,261.0,259.5,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,11:46:48,15,0,3.3,1.0,254.0,253.0,2,1,0.31,CYCLE,N
IND,208,32614,61173,04/06/2019,11:46:48,15,0,3.3,1.0,0.0,0.0,2,1,0.31,CYCLE,N
IND,208,32614,61173,04/06/2019,11:47:02,15,0,14.6,1.0,13.1,11.5,2,1,0.80,CYCLE,N
IND,208,32614,61173,04/06/2019,11:50:01,15,0,11.9,1.0,179.1,178.9,2,1,0.50,CYCLE,N
IND,208,32614,61173,04/06/2019,11:55:58,15,0,20.3,1.0,303.0,301.7,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,11:57:12,15,1,12.1,1.1,535.8,533.2,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,11:58:15,15,1,15.7,1.1,63.7,63.3,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,11:58:32,15,1,19.4,1.1,16.3,16.0,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,12:00:18,15,0,2.0,0.7,25.4,22.2,2,1,0.80,CYCLE,N
IND,208,32614,61173,04/06/2019,12:00:34,15,0,2.4,0.8,16.2,15.6,2,1,0.80,CYCLE,N
IND,208,32614,61173,04/06/2019,12:05:59,15,0,19.6,1.1,325.5,325.0,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,12:14:03,15,0,17.9,1.0,254.7,253.6,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,12:14:03,15,0,18.0,1.1,0.8,0.6,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,12:14:04,15,0,17.8,1.1,0.8,0.5,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,12:17:31,15,1,6.6,1.1,2.9,2.7,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,12:18:12,15,1,12.8,1.0,40.9,40.2,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,12:18:24,15,1,15.2,1.1,4.2,1.6,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,12:18:27,15,1,14.3,1.0,2.9,2.6,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,12:20:49,15,1,3.4,1.0,120.6,119.7,2,1,0.43,CYCLE,S
IND,208,32614,61174,04/06/2019,12:20:49,15,1,3.4,1.0,0.0,0.0,2,1,0.43,CYCLE,S
IND,208,32614,61174,04/06/2019,12:21:11,15,1,9.1,1.0,22.1,20.0,2,1,0.33,CYCLE,S
IND,208,32614,61173,04/06/2019,12:24:40,15,0,7.9,1.1,20.4,18.5,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,12:29:29,15,0,2.2,1.0,288.6,288.1,2,1,0.73,CYCLE,N
IND,208,32614,61174,04/06/2019,12:31:28,15,1,19.1,1.1,44.2,43.7,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,12:35:18,15,0,19.2,1.0,349.2,347.5,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,12:38:32,15,0,22.5,1.1,193.6,193.4,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,12:38:56,15,1,14.2,1.0,448.0,447.8,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,12:40:14,15,1,18.6,1.0,77.9,77.6,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,12:41:29,15,1,18.6,1.0,74.9,74.7,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,12:41:30,15,1,17.0,1.0,0.7,0.5,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,12:43:18,15,1,24.2,1.1,107.8,107.6,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,12:57:31,15,1,22.5,1.0,152.9,152.4,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,13:00:12,15,0,2.1,0.4,32.1,31.8,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,13:01:51,15,0,10.7,1.1,96.9,96.3,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,13:03:27,15,0,24.2,1.0,95.6,95.2,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,13:08:36,15,0,16.9,1.1,309.0,308.8,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,13:11:07,15,0,1.9,1.0,151.1,151.8,2,1,0.33,CYCLE,N
IND,208,32614,61173,04/06/2019,13:11:07,15,0,1.9,1.0,0.0,0.0,2,1,0.33,CYCLE,N
IND,208,32614,61173,04/06/2019,13:11:07,15,0,1.9,1.0,0.0,0.0,2,1,0.33,CYCLE,N
IND,208,32614,61173,04/06/2019,13:11:07,15,0,1.9,1.0,0.0,0.0,2,1,0.33,CYCLE,N
IND,208,32614,61173,04/06/2019,13:11:32,15,0,2.1,0.6,24.9,21.2,2,1,0.80,CYCLE,N
IND,208,32614,61173,04/06/2019,13:27:44,15,0,14.3,1.1,931.3,930.8,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,13:27:48,15,0,18.8,1.1,4.1,3.8,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,13:33:13,15,1,19.3,1.1,379.6,378.6,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,13:47:12,15,0,15.7,1.0,415.0,414.4,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,13:47:13,15,0,19.5,1.0,1.2,0.9,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,13:57:05,15,1,10.6,0.4,378.4,377.6,2,1,0.80,CYCLE,S
IND,208,32614,61173,04/06/2019,14:00:22,15,0,20.9,1.1,204.4,203.3,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,14:01:13,15,1,19.3,1.1,247.6,247.5,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,14:03:50,15,0,22.8,1.1,208.5,208.3,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,14:04:36,15,1,13.9,1.0,203.4,203.2,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,14:05:24,15,0,6.3,1.0,94.1,93.9,2,1,0.19,CYCLE,N
IND,208,32614,61173,04/06/2019,14:05:24,15,0,6.3,1.0,0.0,0.0,2,1,0.19,CYCLE,N
IND,208,32614,61173,04/06/2019,14:05:24,15,0,6.3,1.0,0.0,0.0,2,1,0.19,CYCLE,N
IND,208,32614,61173,04/06/2019,14:05:24,15,0,6.3,1.0,0.0,0.0,2,1,0.19,CYCLE,N
IND,208,32614,61173,04/06/2019,14:08:24,15,0,38.5,0.2,179.6,176.6,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,14:08:25,15,0,7.0,1.0,0.8,0.8,2,1,0.33,CYCLE,N
IND,208,32614,61174,04/06/2019,14:11:15,15,1,19.2,1.1,398.8,398.5,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,14:11:25,15,0,1.4,0.3,180.0,179.5,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,14:15:36,15,1,18.4,1.0,261.4,261.2,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,14:17:57,15,0,23.1,1.1,89.1,88.5,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,14:25:33,15,0,13.2,1.0,455.9,455.8,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,14:25:33,15,0,13.2,1.0,0.0,0.0,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,14:25:34,15,0,13.4,1.0,1.5,1.0,2,1,0.86,CYCLE,N
IND,208,32614,61173,04/06/2019,14:32:40,15,0,19.3,1.1,425.4,425.2,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,14:35:25,15,1,7.2,1.0,4.0,3.0,2,1,0.31,CYCLE,S
IND,208,32614,61174,04/06/2019,14:35:25,15,1,7.2,1.0,0.0,0.0,2,1,0.31,CYCLE,S
IND,208,32614,61174,04/06/2019,14:37:45,15,1,9.9,1.1,60.2,59.7,2,1,1.00,CYCLE,S
IND,208,32614,61174,04/06/2019,14:40:05,15,1,15.9,1.0,0.8,0.5,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,14:54:36,15,0,11.7,1.0,1275.9,1274.8,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,15:03:12,15,0,20.9,1.0,516.6,516.2,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,15:05:16,15,1,15.6,1.0,633.4,632.8,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,15:08:46,15,0,11.0,1.0,333.7,333.6,2,1,0.40,CYCLE,N
IND,208,32614,61173,04/06/2019,15:08:46,15,0,11.0,1.0,0.0,0.0,2,1,0.40,CYCLE,N
IND,208,32614,61173,04/06/2019,15:10:55,15,0,22.7,1.0,128.6,127.5,2,1,1.00,CYCLE,N
IND,208,32614,61173,04/06/2019,15:12:16,15,0,9.1,1.1,81.4,81.2,2,1,1.00,CYCLE,N
IND,208,32614,61174,04/06/2019,15:17:10,15,1,18.0,1.1,714.1,713.8,2,1,1.00,CYCLE,S
IND,208,32614,61173,04/06/2019,15:24:35,15,0,8.6,1.3,78.4,77.3,2,1,0.80,CYCLE,N
